20,17,40,22,5,15
51,26,9,15,9,42
47,6,25,22,17,30
41,6,27,26,23,18
52,16,9,23,21,30
42,16,26,16,30,12
52,2,38,8,30,22
54,29,1,16,28,27
44,11,30,15,31,13
33,37,8,22,4,29
57,25,16,2,29,28
